     2    0.10885E+04    0.46382E-01    0.19398E-05    0.33329E+01
     3    0.10268E+04    0.72627E-01    0.38801E-05    0.40370E+01
     4    0.96626E+03    0.78326E-01    0.64680E-05    0.40564E+01
     5    0.91941E+03    0.66508E-01    0.97041E-05    0.36924E+01
     6    0.88574E+03    0.46991E-01    0.13589E-04    0.31660E+01
     7    0.86294E+03    0.28766E-01    0.18125E-04    0.26122E+01
     8    0.84812E+03    0.16361E-01    0.23312E-04    0.21092E+01
     9    0.83949E+03    0.99784E-02    0.29151E-04    0.16931E+01
    10    0.83566E+03    0.75434E-02    0.35645E-04    0.13807E+01
    11    0.83517E+03    0.67533E-02    0.42795E-04    0.11744E+01
    12    0.83832E+03    0.62629E-02    0.50601E-04    0.10678E+01
    13    0.84335E+03    0.55142E-02    0.59067E-04    0.10363E+01
    14    0.84930E+03    0.48468E-02    0.68194E-04    0.10521E+01
    15    0.85655E+03    0.44474E-02    0.77983E-04    0.10987E+01
    16    0.86556E+03    0.43880E-02    0.88438E-04    0.11632E+01
    17    0.87626E+03    0.46542E-02    0.99559E-04    0.12338E+01
    18    0.88771E+03    0.50348E-02    0.11135E-03    0.13017E+01
    19    0.90073E+03    0.54634E-02    0.12381E-03    0.13629E+01
    20    0.91362E+03    0.59764E-02    0.13694E-03    0.14137E+01
    21    0.92676E+03    0.66071E-02    0.15075E-03    0.14599E+01
    22    0.94043E+03    0.74578E-02    0.16524E-03    0.15069E+01
    23    0.95445E+03    0.85488E-02    0.18040E-03    0.15556E+01
    24    0.96888E+03    0.98482E-02    0.19624E-03    0.16058E+01
    25    0.98366E+03    0.11368E-01    0.21277E-03    0.16580E+01
    26    0.99861E+03    0.13087E-01    0.22998E-03    0.17135E+01
    27    0.10140E+04    0.14976E-01    0.24788E-03    0.17689E+01
    28    0.10296E+04    0.17034E-01    0.26646E-03    0.18213E+01
    29    0.10456E+04    0.19273E-01    0.28573E-03    0.18690E+01
    30    0.10617E+04    0.21709E-01    0.30569E-03    0.19093E+01
    31    0.10780E+04    0.24335E-01    0.32634E-03    0.19409E+01
    32    0.10946E+04    0.27133E-01    0.34768E-03    0.19627E+01
    33    0.11116E+04    0.30117E-01    0.36971E-03    0.19723E+01
    34    0.11288E+04    0.33315E-01    0.39243E-03    0.19690E+01
    35    0.11461E+04    0.36750E-01    0.41585E-03    0.19569E+01
    36    0.11635E+04    0.40442E-01    0.43996E-03    0.19389E+01
    37    0.11809E+04    0.44375E-01    0.46476E-03    0.19115E+01
    38    0.11988E+04    0.48541E-01    0.49026E-03    0.18726E+01
    39    0.12171E+04    0.52948E-01    0.51645E-03    0.18232E+01
    40    0.12354E+04    0.57618E-01    0.54333E-03    0.17654E+01
    41    0.12540E+04    0.62573E-01    0.57090E-03    0.16998E+01
    42    0.12726E+04    0.67817E-01    0.59916E-03    0.16251E+01
    43    0.12913E+04    0.73346E-01    0.62812E-03    0.15388E+01
    44    0.13100E+04    0.79147E-01    0.65776E-03    0.14396E+01
    45    0.13291E+04    0.85213E-01    0.68810E-03    0.13261E+01
    46    0.13484E+04    0.91542E-01    0.71912E-03    0.11957E+01
    47    0.13679E+04    0.98136E-01    0.75083E-03    0.10500E+01
    48    0.13875E+04    0.10501E+00    0.78323E-03    0.89423E+00
    49    0.14072E+04    0.11214E+00    0.81631E-03    0.73319E+00
    50    0.14273E+04    0.11952E+00    0.85007E-03    0.56482E+00
    51    0.14475E+04    0.12712E+00    0.88452E-03    0.38530E+00
    52    0.14682E+04    0.13502E+00    0.91965E-03    0.18953E+00
    53    0.14889E+04    0.14336E+00    0.95545E-03   -0.26126E-01
    54    0.15095E+04    0.15214E+00    0.99194E-03   -0.25730E+00
    55    0.15302E+04    0.16133E+00    0.10291E-02   -0.49951E+00
    56    0.15513E+04    0.17078E+00    0.10669E-02   -0.75443E+00
    57    0.15726E+04    0.18039E+00    0.11055E-02   -0.10219E+01
    58    0.15943E+04    0.19017E+00    0.11447E-02   -0.13027E+01
    59    0.16161E+04    0.20014E+00    0.11845E-02   -0.15975E+01
    60    0.16381E+04    0.21038E+00    0.12251E-02   -0.19054E+01
    61    0.16605E+04    0.22098E+00    0.12663E-02   -0.22257E+01
    62    0.16828E+04    0.23192E+00    0.13082E-02   -0.25593E+01
    63    0.17053E+04    0.24316E+00    0.13507E-02   -0.29071E+01
    64    0.17281E+04    0.25471E+00    0.13940E-02   -0.32702E+01
    65    0.17510E+04    0.26654E+00    0.14379E-02   -0.36495E+01
    66    0.17742E+04    0.27860E+00    0.14825E-02   -0.40428E+01
    67    0.17976E+04    0.29087E+00    0.15277E-02   -0.44476E+01
    68    0.18214E+04    0.30341E+00    0.15736E-02   -0.48622E+01
    69    0.18454E+04    0.31616E+00    0.16202E-02   -0.52848E+01
    70    0.18696E+04    0.32916E+00    0.16675E-02   -0.57172E+01
    71    0.18941E+04    0.34241E+00    0.17155E-02   -0.61618E+01
    72    0.19187E+04    0.35588E+00    0.17641E-02   -0.66199E+01
    73    0.19434E+04    0.36954E+00    0.18134E-02   -0.70922E+01
    74    0.19684E+04    0.38337E+00    0.18634E-02   -0.75778E+01
    75    0.19937E+04    0.39738E+00    0.19141E-02   -0.80751E+01
    76    0.20193E+04    0.41158E+00    0.19655E-02   -0.85835E+01
    77    0.20452E+04    0.42595E+00    0.20175E-02   -0.91029E+01
    78    0.20715E+04    0.44052E+00    0.20703E-02   -0.96345E+01
    79    0.20979E+04    0.45524E+00    0.21237E-02   -0.10175E+02
    80    0.21247E+04    0.47011E+00    0.21778E-02   -0.10725E+02
