  0.123396E+00  0.204191E+07  0.203273E+07  0.000000E+00  0.000000E+00  0.129887E+06  0.203190E+07
  0.128797E+00  0.195744E+07  0.194965E+07  0.000000E+00  0.000000E+00  0.117065E+06  0.194797E+07
  0.134197E+00  0.186912E+07  0.186204E+07  0.000000E+00  0.000000E+00  0.105299E+06  0.186011E+07
  0.139597E+00  0.177591E+07  0.176889E+07  0.000000E+00  0.000000E+00  0.944132E+05  0.176727E+07
  0.144997E+00  0.167995E+07  0.167257E+07  0.000000E+00  0.000000E+00  0.844248E+05  0.167164E+07
  0.150397E+00  0.158517E+07  0.157726E+07  0.000000E+00  0.000000E+00  0.754233E+05  0.157717E+07
  0.155798E+00  0.149624E+07  0.148790E+07  0.000000E+00  0.000000E+00  0.675079E+05  0.148853E+07
  0.161198E+00  0.141756E+07  0.140909E+07  0.000000E+00  0.000000E+00  0.607376E+05  0.141015E+07
  0.166598E+00  0.135161E+07  0.134336E+07  0.000000E+00  0.000000E+00  0.550734E+05  0.134451E+07
  0.171998E+00  0.129783E+07  0.129013E+07  0.000000E+00  0.000000E+00  0.503574E+05  0.129104E+07
  0.177399E+00  0.125335E+07  0.124641E+07  0.000000E+00  0.000000E+00  0.463680E+05  0.124685E+07
  0.182799E+00  0.121463E+07  0.120849E+07  0.000000E+00  0.000000E+00  0.428946E+05  0.120842E+07
  0.188199E+00  0.117835E+07  0.117292E+07  0.000000E+00  0.000000E+00  0.397668E+05  0.117240E+07
  0.193599E+00  0.114166E+07  0.113673E+07  0.000000E+00  0.000000E+00  0.368567E+05  0.113594E+07
  0.199000E+00  0.110273E+07  0.109805E+07  0.000000E+00  0.000000E+00  0.340879E+05  0.109721E+07
  0.204400E+00  0.106138E+07  0.105674E+07  0.000000E+00  0.000000E+00  0.314453E+05  0.105604E+07
  0.209800E+00  0.101887E+07  0.101412E+07  0.000000E+00  0.000000E+00  0.289562E+05  0.101369E+07
  0.215200E+00  0.977024E+06  0.972127E+06  0.000000E+00  0.000000E+00  0.266588E+05  0.971997E+06
  0.220601E+00  0.937607E+06  0.932600E+06  0.000000E+00  0.000000E+00  0.245828E+05  0.932731E+06
  0.226001E+00  0.901960E+06  0.896945E+06  0.000000E+00  0.000000E+00  0.227419E+05  0.897234E+06
  0.231401E+00  0.870763E+06  0.865868E+06  0.000000E+00  0.000000E+00  0.211307E+05  0.866189E+06
  0.236801E+00  0.843875E+06  0.839215E+06  0.000000E+00  0.000000E+00  0.197240E+05  0.839452E+06
  0.242201E+00  0.820465E+06  0.816111E+06  0.000000E+00  0.000000E+00  0.184840E+05  0.816189E+06
  0.247602E+00  0.799332E+06  0.795301E+06  0.000000E+00  0.000000E+00  0.173691E+05  0.795196E+06
  0.253002E+00  0.779187E+06  0.775444E+06  0.000000E+00  0.000000E+00  0.163415E+05  0.775182E+06
  0.258402E+00  0.758938E+06  0.755412E+06  0.000000E+00  0.000000E+00  0.153717E+05  0.755053E+06
  0.263802E+00  0.737985E+06  0.734591E+06  0.000000E+00  0.000000E+00  0.144439E+05  0.734210E+06
  0.269203E+00  0.716344E+06  0.713004E+06  0.000000E+00  0.000000E+00  0.135559E+05  0.712670E+06
