     2    0.10864E+04    0.33186E+01    0.12929E-02    0.19120E-02    0.17192E-02    0.33186E+01    0.46431E-01   -0.62836E-05   -0.10893E-05   -0.47017E-06    0.12929E-02   -0.62836E-05    0.88222E-08    0.13060E-07    0.12445E-07    0.19120E-02   -0.10893E-05    0.13060E-07    0.25899E-07    0.25954E-07    0.17192E-02   -0.47017E-06    0.12445E-07    0.25954E-07    0.26286E-07
     3    0.10253E+04    0.40202E+01    0.91706E-03    0.23398E-02    0.20035E-02    0.40202E+01    0.72623E-01   -0.53104E-05   -0.60826E-06   -0.28652E-07    0.91706E-03   -0.53104E-05    0.53530E-08    0.14225E-07    0.13246E-07    0.23398E-02   -0.60826E-06    0.14225E-07    0.54123E-07    0.53996E-07    0.20035E-02   -0.28652E-07    0.13246E-07    0.53996E-07    0.54809E-07
     4    0.96539E+03    0.40456E+01    0.69564E-03    0.26587E-02    0.21971E-02    0.40456E+01    0.78318E-01   -0.40355E-05   -0.17709E-06    0.15933E-06    0.69564E-03   -0.40355E-05    0.36980E-08    0.15070E-07    0.13740E-07    0.26587E-02   -0.17709E-06    0.15070E-07    0.92178E-07    0.91394E-07    0.21971E-02    0.15933E-06    0.13740E-07    0.91394E-07    0.92796E-07
     5    0.91889E+03    0.36869E+01    0.55012E-03    0.29065E-02    0.23350E-02    0.36869E+01    0.66497E-01   -0.28102E-05    0.80537E-07    0.18607E-06    0.55012E-03   -0.28102E-05    0.27466E-08    0.15664E-07    0.13999E-07    0.29065E-02    0.80537E-07    0.15664E-07    0.13917E-06    0.13702E-06    0.23350E-02    0.18607E-06    0.13999E-07    0.13702E-06    0.13901E-06
     6    0.88545E+03    0.31637E+01    0.44822E-03    0.31004E-02    0.24298E-02    0.31637E+01    0.46977E-01   -0.17562E-05    0.23100E-06    0.18201E-06    0.44822E-03   -0.17562E-05    0.21369E-08    0.16056E-07    0.14078E-07    0.31004E-02    0.23100E-06    0.16056E-07    0.19400E-06    0.18959E-06    0.24298E-02    0.18201E-06    0.14078E-07    0.18959E-06    0.19206E-06
     7    0.86279E+03    0.26115E+01    0.37362E-03    0.32518E-02    0.24912E-02    0.26115E+01    0.28748E-01   -0.92220E-06    0.34440E-06    0.19942E-06    0.37362E-03   -0.92220E-06    0.17181E-08    0.16300E-07    0.14031E-07    0.32518E-02    0.34440E-06    0.16300E-07    0.25572E-06    0.24799E-06    0.24912E-02    0.19942E-06    0.14031E-07    0.24799E-06    0.25074E-06
     8    0.84806E+03    0.21091E+01    0.31669E-03    0.33700E-02    0.25274E-02    0.21091E+01    0.16337E-01   -0.32098E-06    0.41427E-06    0.20458E-06    0.31669E-03   -0.32098E-06    0.14158E-08    0.16430E-07    0.13892E-07    0.33700E-02    0.41427E-06    0.16430E-07    0.32338E-06    0.31116E-06    0.25274E-02    0.20458E-06    0.13892E-07    0.31116E-06    0.31393E-06
     9    0.83947E+03    0.16932E+01    0.27181E-03    0.34615E-02    0.25436E-02    0.16932E+01    0.99492E-02    0.60466E-07    0.39380E-06    0.17060E-06    0.27181E-03    0.60466E-07    0.11892E-08    0.16473E-07    0.13686E-07    0.34615E-02    0.39380E-06    0.16473E-07    0.39617E-06    0.37819E-06    0.25436E-02    0.17060E-06    0.13686E-07    0.37819E-06    0.38066E-06
    10    0.83566E+03    0.13808E+01    0.23578E-03    0.35294E-02    0.25427E-02    0.13808E+01    0.75077E-02    0.25912E-06    0.32854E-06    0.13684E-06    0.23578E-03    0.25912E-06    0.10142E-08    0.16447E-07    0.13432E-07    0.35294E-02    0.32854E-06    0.16447E-07    0.47329E-06    0.44822E-06    0.25427E-02    0.13684E-06    0.13432E-07    0.44822E-06    0.45004E-06
    11    0.83517E+03    0.11744E+01    0.20673E-03    0.35773E-02    0.25287E-02    0.11744E+01    0.67105E-02    0.32477E-06    0.32729E-06    0.13237E-06    0.20673E-03    0.32477E-06    0.87598E-09    0.16371E-07    0.13146E-07    0.35773E-02    0.32729E-06    0.16371E-07    0.55414E-06    0.52065E-06    0.25287E-02    0.13237E-06    0.13146E-07    0.52065E-06    0.52145E-06
    12    0.83831E+03    0.10678E+01    0.18310E-03    0.36086E-02    0.25041E-02    0.10678E+01    0.62123E-02    0.30264E-06    0.40360E-06    0.13687E-06    0.18310E-03    0.30264E-06    0.76440E-09    0.16250E-07    0.12835E-07    0.36086E-02    0.40360E-06    0.16250E-07    0.63798E-06    0.59472E-06    0.25041E-02    0.13687E-06    0.12835E-07    0.59472E-06    0.59413E-06
