    99    0.26701E+04   -0.22516E+02    0.35838E-05   -0.22516E+02    0.75913E+00   -0.22748E-08    0.35838E-05   -0.22748E-08    0.10815E-10
   100    0.27011E+04   -0.23177E+02    0.34959E-05   -0.23177E+02    0.77396E+00   -0.19318E-08    0.34959E-05   -0.19318E-08    0.10535E-10
   101    0.27323E+04   -0.23839E+02    0.34109E-05   -0.23839E+02    0.78872E+00   -0.15655E-08    0.34109E-05   -0.15655E-08    0.10264E-10
   102    0.27640E+04   -0.24502E+02    0.33287E-05   -0.24502E+02    0.80326E+00   -0.11834E-08    0.33287E-05   -0.11834E-08    0.10003E-10
   103    0.27957E+04   -0.25166E+02    0.32491E-05   -0.25166E+02    0.81764E+00   -0.79310E-09    0.32491E-05   -0.79310E-09    0.97510E-11
   104    0.28275E+04   -0.25827E+02    0.31721E-05   -0.25827E+02    0.83188E+00   -0.40223E-09    0.31721E-05   -0.40223E-09    0.95072E-11
   105    0.28596E+04   -0.26488E+02    0.30975E-05   -0.26488E+02    0.84589E+00   -0.18410E-10    0.30975E-05   -0.18410E-10    0.92715E-11
   106    0.28918E+04   -0.27148E+02    0.30251E-05   -0.27148E+02    0.85975E+00    0.35076E-09    0.30251E-05    0.35076E-09    0.90435E-11
   107    0.29240E+04   -0.27804E+02    0.29549E-05   -0.27804E+02    0.87331E+00    0.69767E-09    0.29549E-05    0.69767E-09    0.88229E-11
   108    0.29566E+04   -0.28459E+02    0.28867E-05   -0.28459E+02    0.88664E+00    0.10147E-08    0.28867E-05    0.10147E-08    0.86091E-11
   109    0.29893E+04   -0.29110E+02    0.28203E-05   -0.29110E+02    0.89968E+00    0.12943E-08    0.28203E-05    0.12943E-08    0.84019E-11
   110    0.30221E+04   -0.29756E+02    0.27557E-05   -0.29756E+02    0.91242E+00    0.15287E-08    0.27557E-05    0.15287E-08    0.82009E-11
   111    0.30551E+04   -0.30398E+02    0.26927E-05   -0.30398E+02    0.92493E+00    0.17124E-08    0.26927E-05    0.17124E-08    0.80056E-11
   112    0.30882E+04   -0.31037E+02    0.26312E-05   -0.31037E+02    0.93715E+00    0.18469E-08    0.26312E-05    0.18469E-08    0.78160E-11
   113    0.31216E+04   -0.31669E+02    0.25714E-05   -0.31669E+02    0.94906E+00    0.19361E-08    0.25714E-05    0.19361E-08    0.76318E-11
   114    0.31550E+04   -0.32295E+02    0.25130E-05   -0.32295E+02    0.96060E+00    0.19834E-08    0.25130E-05    0.19834E-08    0.74529E-11
   115    0.31887E+04   -0.32915E+02    0.24561E-05   -0.32915E+02    0.97191E+00    0.19926E-08    0.24561E-05    0.19926E-08    0.72793E-11
   116    0.32224E+04   -0.33527E+02    0.24007E-05   -0.33527E+02    0.98278E+00    0.19673E-08    0.24007E-05    0.19673E-08    0.71107E-11
   117    0.32564E+04   -0.34130E+02    0.23468E-05   -0.34130E+02    0.99326E+00    0.19110E-08    0.23468E-05    0.19110E-08    0.69470E-11
   118    0.32905E+04   -0.34727E+02    0.22942E-05   -0.34727E+02    0.10035E+01    0.18275E-08    0.22942E-05    0.18275E-08    0.67881E-11
   119    0.33247E+04   -0.35313E+02    0.22430E-05   -0.35313E+02    0.10134E+01    0.17204E-08    0.22430E-05    0.17204E-08    0.66338E-11
   120    0.33590E+04   -0.35890E+02    0.21932E-05   -0.35890E+02    0.10228E+01    0.15933E-08    0.21932E-05    0.15933E-08    0.64840E-11
   121    0.33933E+04   -0.36457E+02    0.21447E-05   -0.36457E+02    0.10319E+01    0.14498E-08    0.21447E-05    0.14498E-08    0.63385E-11
   122    0.34277E+04   -0.37013E+02    0.20974E-05   -0.37013E+02    0.10405E+01    0.12936E-08    0.20974E-05    0.12936E-08    0.61973E-11
   123    0.34621E+04   -0.37559E+02    0.20514E-05   -0.37559E+02    0.10486E+01    0.11283E-08    0.20514E-05    0.11283E-08    0.60601E-11
